bairro,zona,area,quartos,aluguel
Lauzane Paulista ,-norte,350,,3500
Lauzane Paulista ,-norte,230,3,6000
Lauzane Paulista ,-norte,150,3,3000
Lauzane Paulista ,-norte,350,6,5000
Lauzane Paulista ,-norte,152,3,4000
Lauzane Paulista ,-norte,350,,3900
Lauzane Paulista ,-norte,150,3,2700
Lauzane Paulista ,-norte,184,3,3200
Lauzane Paulista ,-norte,60,1,1150
Lauzane Paulista ,-norte,184,3,3200
Lauzane Paulista ,-norte,30,1,900
Lauzane Paulista ,-norte,750,5,5800
Lauzane Paulista ,-norte,30,1,800
Lauzane Paulista ,-norte,200,3,3000
Lauzane Paulista ,-norte,52,1,1000
Nossa Senhora Do Ó ,-norte,300,5,3500
Nossa Senhora Do Ó ,-norte,55,1,1380
Nossa Senhora Do Ó ,-norte,419,4,4500
Nossa Senhora Do Ó ,-norte,409,6,6500
Nossa Senhora Do Ó ,-norte,250,5,3900
Nossa Senhora Do Ó ,-norte,230,2,3000
Nossa Senhora Do Ó ,-norte,230,2,3480
Nossa Senhora Do Ó ,-norte,192,,2480
Nossa Senhora Do Ó ,-norte,630,,16000
Nossa Senhora Do Ó ,-norte,35,1,700
Nossa Senhora Do Ó ,-norte,636,,12000
Nossa Senhora Do Ó ,-norte,120,2,1980
Nossa Senhora Do Ó ,-norte,,2,2000
Nossa Senhora Do Ó ,-norte,120,,5800
Nossa Senhora Do Ó ,-norte,180,3,2500
Vila Nova Mazzei ,-norte,350,3,4200
Vila Nova Mazzei ,-norte,40,1,850
Vila Nova Mazzei ,-norte,120,4,2100
Vila Nova Mazzei ,-norte,110,2,3000
Vila Nova Mazzei ,-norte,180,5,4000
Vila Nova Mazzei ,-norte,50,1,1000
Vila Nova Mazzei ,-norte,65,3,1500
Vila Nova Mazzei ,-norte,40,2,1300
Vila Nova Mazzei ,-norte,32,1,1350
Vila Nova Mazzei ,-norte,60,2,2000
Vila Nova Mazzei ,-norte,100,2,2800
Vila Nova Mazzei ,-norte,250,,9000
Vila Nova Mazzei ,-norte,40,1,1700
Vila Nova Mazzei ,-norte,40,1,1700
Vila Nova Mazzei ,-norte,50,1,1000
Vila Nova Mazzei ,-norte,50,3,2000
Vila Nova Mazzei ,-norte,600,4,7000
Vila Nova Mazzei ,-norte,120,,3000
Vila Nova Mazzei ,-norte,100,,2800
Vila Nova Mazzei ,-norte,70,2,2500
Vila Nova Mazzei ,-norte,320,4,4800
Vila Ester ,-norte,70,2,1900
Vila Ester ,-norte,335,,6000
Vila Ester ,-norte,300,3,5500
Vila Ester ,-norte,350,5,4300
Vila Ester ,-norte,220,,6000
Vila Ester ,-norte,200,,4200
Vila Ester ,-norte,93,2,2800
Vila Ester ,-norte,335,,12000
Vila Ester ,-norte,335,,6000
Vila Ester ,-norte,40,1,1500
Vila Ester ,-norte,190,3,5000
Vila Ester ,-norte,250,3,2900
Vila Ester ,-norte,300,3,6000
Vila Ester ,-norte,120,2,5000
Vila Ester ,-norte,80,3,2000
Imirim ,-norte,72,3,1500
Imirim ,-norte,70,2,850
Imirim ,-norte,150,3,3000
Imirim ,-norte,250,,5000
Imirim ,-norte,87,2,2600
Imirim ,-norte,170,,6000
Imirim ,-norte,110,2,5000
Imirim ,-norte,87,2,2600
Imirim ,-norte,89,2,2600
Imirim ,-norte,140,3,2500
Imirim ,-norte,500,,16000
Imirim ,-norte,80,2,1350
Imirim ,-norte,210,3,3800
Imirim ,-norte,90,3,2300
Imirim ,-norte,90,3,2500
Imirim ,-norte,80,3,2000
Imirim ,-norte,145,3,3000
Imirim ,-norte,55,1,1300
Imirim ,-norte,65,,2000
Imirim ,-norte,158,3,2300
Imirim ,-norte,25,1,600
Vila Amália ,-norte,270,3,3000
Vila Amália ,-norte,280,4,3300
Vila Amália ,-norte,270,3,2990
Vila Amália ,-norte,140,3,3000
Vila Amália ,-norte,120,3,2900
Vila Amália ,-norte,650,4,5100
Vila Amália ,-norte,270,3,2990
Vila Amália ,-norte,215,3,3000
Vila Amália ,-norte,270,3,2990
Vila Amália ,-norte,35,1,950
Vila Amália ,-norte,40,1,1200
Vila Amália ,-norte,140,,2500
Vila Amália ,-norte,270,3,2990
Vila Amália ,-norte,700,4,2750
Vila Amália ,-norte,300,3,3500
Vila Amália ,-norte,400,1,450
Vila Amália ,-norte,90,2,1600
Vila Amália ,-norte,270,3,2990
Vila Amália ,-norte,350,4,6000
Freguesia Do Ó ,-norte,90,2,1800
Freguesia Do Ó ,-norte,80,2,1500
Freguesia Do Ó ,-norte,65,2,1199
Freguesia Do Ó ,-norte,120,4,3000
Freguesia Do Ó ,-norte,550,3,6980
Freguesia Do Ó ,-norte,300,5,3500
Freguesia Do Ó ,-norte,230,2,3000
Freguesia Do Ó ,-norte,170,1,2500
Freguesia Do Ó ,-norte,40,,2500
Freguesia Do Ó ,-norte,70,2,1800
Freguesia Do Ó ,-norte,90,2,1700
Freguesia Do Ó ,-norte,45,1,850
Freguesia Do Ó ,-norte,55,1,1500
Freguesia Do Ó ,-norte,50,1,910
Freguesia Do Ó ,-norte,170,,3000
Freguesia Do Ó ,-norte,636,,12000
Freguesia Do Ó ,-norte,120,,5800
Freguesia Do Ó ,-norte,75,3,1400
Freguesia Do Ó ,-norte,75,3,1400
Freguesia Do Ó ,-norte,100,4,4600
Freguesia Do Ó ,-norte,60,1,938
Tucuruvi ,-norte,120,4,2100
Tucuruvi ,-norte,110,2,3000
Tucuruvi ,-norte,90,2,2500
Tucuruvi ,-norte,140,3,3300
Tucuruvi ,-norte,300,3,3500
Tucuruvi ,-norte,120,4,2400
Tucuruvi ,-norte,120,3,1800
Tucuruvi ,-norte,340,4,6000
Tucuruvi ,-norte,35,1,860
Tucuruvi ,-norte,300,7,5900
Tucuruvi ,-norte,90,2,2500
Tucuruvi ,-norte,150,3,2000
Tucuruvi ,-norte,200,2,2500
Tucuruvi ,-norte,550,4,20000
Tucuruvi ,-norte,60,2,2000
Tucuruvi ,-norte,100,2,2800
Tucuruvi ,-norte,200,2,2300
Tucuruvi ,-norte,325,,13000
Tucuruvi ,-norte,40,1,1700
Tucuruvi ,-norte,180,2,2500
Tucuruvi ,-norte,568,5,6000
Vila Albertina ,-norte,450,4,8500
Vila Albertina ,-norte,90,2,1800
Vila Albertina ,-norte,80,2,1500
Vila Albertina ,-norte,70,2,1700
Vila Albertina ,-norte,456,3,8500
Vila Albertina ,-norte,220,3,4000
Vila Albertina ,-norte,390,3,14900
Vila Albertina ,-norte,60,2,1400
Vila Albertina ,-norte,450,4,8500
Vila Albertina ,-norte,600,6,5000
Vila Albertina ,-norte,680,4,5100
Vila Albertina ,-norte,180,4,3180
Vila Albertina ,-norte,450,4,8500
Vila Albertina ,-norte,384,3,8815
Vila Albertina ,-norte,450,4,8500
Vila Albertina ,-norte,560,3,8000
Vila Albertina ,-norte,400,4,8000
Vila Albertina ,-norte,60,,2500
Vila Albertina ,-norte,600,4,5000
Vila Albertina ,-norte,456,3,8980
Vila Albertina ,-norte,290,4,4000
Parque Peruche ,-norte,130,2,1700
Parque Peruche ,-norte,260,4,6000
Parque Peruche ,-norte,366,3,3500
Parque Peruche ,-norte,130,2,1700
Parque Peruche ,-norte,50,1,1030
Parque Peruche ,-norte,70,1,1300
Parque Peruche ,-norte,40,1,1250
Parque Peruche ,-norte,60,2,1200
Parque Peruche ,-norte,40,1,900
Parque Peruche ,-norte,50,1,910
Parque Peruche ,-norte,150,4,2500
Parque Peruche ,-norte,40,1,900
Parque Peruche ,-norte,126,2,2200
Parque Peruche ,-norte,50,2,1500
Parque Peruche ,-norte,200,3,6000
Parque Peruche ,-norte,70,2,1750
Parque Peruche ,-norte,70,1,800
Parque Peruche ,-norte,40,2,1500
Parque Peruche ,-norte,30,1,600
Parque Peruche ,-norte,40,1,700
Parque Peruche ,-norte,60,2,1100
Vila Maria ,-norte,60,1,760
Vila Maria ,-norte,34,1,850
Vila Maria ,-norte,20,1,700
Vila Maria ,-norte,39,1,900
Vila Maria ,-norte,35,1,900
Vila Maria ,-norte,35,1,900
Vila Maria ,-norte,35,1,900
Vila Maria ,-norte,40,1,1000
Vila Maria ,-norte,42,1,800
Vila Maria ,-norte,35,1,850
Vila Maria ,-norte,60,2,1200
Vila Maria ,-norte,35,1,1000
Vila Maria ,-norte,30,1,860
Vila Maria ,-norte,40,1,1350
Vila Maria ,-norte,35,1,900
Vila Maria ,-norte,20,1,700
Vila Maria ,-norte,50,1,1000
Vila Maria ,-norte,240,3,5500
Vila Maria ,-norte,400,4,6000
Vila Maria ,-norte,220,10,4500
Vila Maria ,-norte,100,2,2300
Vila Palmeiras ,-norte,40,1,800
Vila Palmeiras ,-norte,35,1,700
Vila Palmeiras ,-norte,70,2,950
Vila Palmeiras ,-norte,65,3,1800
Vila Palmeiras ,-norte,98,3,2600
Vila Palmeiras ,-norte,170,3,3500
Vila Palmeiras ,-norte,125,2,2000
Vila Palmeiras ,-norte,35,1,700
Vila Palmeiras ,-norte,40,1,960
Vila Palmeiras ,-norte,90,2,1500
Vila Palmeiras ,-norte,50,1,950
Vila Palmeiras ,-norte,100,2,2400
Vila Palmeiras ,-norte,40,1,700
Vila Palmeiras ,-norte,65,2,800
Vila Palmeiras ,-norte,70,2,1250
Vila Palmeiras ,-norte,98,3,2400
Vila Maria Alta ,-norte,34,1,850
Vila Maria Alta ,-norte,20,1,700
Vila Maria Alta ,-norte,39,1,900
Vila Maria Alta ,-norte,35,1,900
Vila Maria Alta ,-norte,35,1,900
Vila Maria Alta ,-norte,35,1,900
Vila Maria Alta ,-norte,40,1,1000
Vila Maria Alta ,-norte,60,2,1200
Vila Maria Alta ,-norte,35,1,1000
Vila Maria Alta ,-norte,30,1,860
Vila Maria Alta ,-norte,35,1,900
Vila Maria Alta ,-norte,20,1,700
Vila Maria Alta ,-norte,50,1,1000
Vila Maria Alta ,-norte,240,3,4500
Vila Maria Alta ,-norte,120,,4000
Vila Maria Alta ,-norte,250,2,2400
Vila Maria Alta ,-norte,350,,4800
Vila Maria Alta ,-norte,15,1,500
Vila Maria Alta ,-norte,22,1,850
Vila Maria Alta ,-norte,40,1,1000
Vila Maria Alta ,-norte,800,5,18000
Jardim Leonor Mendes De Barros ,-norte,70,2,1800
Jardim Leonor Mendes De Barros ,-norte,110,3,2300
Jardim Leonor Mendes De Barros ,-norte,1,3,5000
Jardim Leonor Mendes De Barros ,-norte,330,4,7000
Jardim Leonor Mendes De Barros ,-norte,125,1,1000
Jardim Leonor Mendes De Barros ,-norte,350,4,3700
Jardim Leonor Mendes De Barros ,-norte,300,3,3300
Jardim Leonor Mendes De Barros ,-norte,350,4,7000
Jardim Leonor Mendes De Barros ,-norte,350,,5500
Jardim Leonor Mendes De Barros ,-norte,600,4,10000
Jardim Leonor Mendes De Barros ,-norte,160,3,3300
Jardim Leonor Mendes De Barros ,-norte,150,4,4500
Jardim Leonor Mendes De Barros ,-norte,360,4,4800
Jardim Leonor Mendes De Barros ,-norte,254,4,4400
Jardim Leonor Mendes De Barros ,-norte,200,3,3500
Jardim Leonor Mendes De Barros ,-norte,150,2,2000
Jardim Leonor Mendes De Barros ,-norte,345,4,5000
Jardim Leonor Mendes De Barros ,-norte,200,2,2200
Jardim Leonor Mendes De Barros ,-norte,465,8,4000
Parque Novo Mundo ,-norte,30,1,850
Parque Novo Mundo ,-norte,35,1,800
Parque Novo Mundo ,-norte,190,3,2700
Parque Novo Mundo ,-norte,190,3,4800
Parque Novo Mundo ,-norte,190,3,3100
Parque Novo Mundo ,-norte,45,1,1200
Parque Novo Mundo ,-norte,40,1,750
Parque Novo Mundo ,-norte,,1,1000
Parque Novo Mundo ,-norte,,1,900
Parque Novo Mundo ,-norte,,3,3000
Parque Novo Mundo ,-norte,,3,3000
Parque Novo Mundo ,-norte,,1,600
Parque Novo Mundo ,-norte,,2,1200
Parque Novo Mundo ,-norte,60,1,900
Parque Novo Mundo ,-norte,50,1,850
Carandiru ,-norte,35,1,1150
Carandiru ,-norte,30,1,750
Carandiru ,-norte,40,1,1300
Carandiru ,-norte,160,,3500
Carandiru ,-norte,40,1,1100
Carandiru ,-norte,50,1,990
Carandiru ,-norte,180,3,3500
Carandiru ,-norte,150,1,1550
Carandiru ,-norte,120,2,1700
Carandiru ,-norte,125,2,2500
Carandiru ,-norte,50,2,1300
