zona_bairro,area_quartos,enderecos_lista,aluguel
Jardim-São-Paulo-zona-norte,50 m² construídos1 quarto,"Brandão Agrões 176, Jardim Peri, São Paulo Zona Norte, São Paulo",799
Jardim-São-Paulo-zona-norte,110 m² construídos2 quartos,"Conceição, Jardim Japão, São Paulo Zona Norte, São Paulo",2.200
Jardim-São-Paulo-zona-norte,70 m² construídos2 quartos,"Lucerna, Jardim Leonor Mendes De Barros, São Paulo Zona Norte, São Paulo",1.800
Jardim-São-Paulo-zona-norte,270 m² construídos3 quartos,"Rua General Isidoro Dias Lopes,
                287, Vila Amália, São Paulo Zona Norte, São Paulo",3.000
Jardim-São-Paulo-zona-norte,450 m² construídos4 quartos,"Rua Estrela Do Indaiá,
                172, Vila Albertina, São Paulo Zona Norte, São Paulo",8.500
Jardim-São-Paulo-zona-norte,115 m² construídos2 quartos,"Narita 416, Jardim Japão, São Paulo Zona Norte, São Paulo",2.400
Jardim-São-Paulo-zona-norte,271 m² construídos4 quartos,"Rua Álvaro De Abreu,
                139, Jardim São Paulo, São Paulo Zona Norte, São Paulo",7.500
Jardim-São-Paulo-zona-norte,40 m² construídos1 quarto,"Tavessa Jean Cras 48, Jardim Tremembé, São Paulo Zona Norte, São Paulo",850
Jardim-São-Paulo-zona-norte,110 m² construídos3 quartos,"Av. Vereador Ângelo Bortolo, Jardim Leonor Mendes De Barros, São Paulo Zona Norte, São Paulo",2.300
Jardim-São-Paulo-zona-norte,70 m² totais3 quartos,"Rua Sebastiana Nóbrega Donofre, Jardim Ataliba Leonel, São Paulo Zona Norte, São Paulo",1.800
Jardim-São-Paulo-zona-norte,40 m² construídos1 quarto,"Jardim Santa Cruz, São Paulo Zona Norte, São Paulo",1.200
Jardim-São-Paulo-zona-norte,16 m² construídos1 quarto,"Jardim São João (jaraguá), São Paulo Zona Norte, São Paulo",520
Jardim-São-Paulo-zona-norte,115 m² construídos3 quartos,"Rua Carioba, Jardim Carlu, São Paulo Zona Norte, São Paulo",1.650
Jardim-São-Paulo-zona-norte,180 m² construídos2 quartos,"Rua Azir Antônio Salton, Jardim São Paulo, São Paulo Zona Norte, São Paulo",2.000
Jardim-São-Paulo-zona-norte,90 m² construídos2 quartos,"Rua Carioba, Jardim Carlu, São Paulo Zona Norte, São Paulo",1.350
Jardim-São-Paulo-zona-norte,112 m² construídos2 quartos,"Travessa Salomão Régis Piza, Jardim Fontalis, São Paulo Zona Norte, São Paulo",1.600
Jardim-São-Paulo-zona-norte,127 m² construídos3 quartos,"R Almirante Noronha, Jardim São Paulo, São Paulo Zona Norte, São Paulo",7.000
Jardim-São-Paulo-zona-norte,205 m² construídos3 quartos,"R Mirante, Jardim São Paulo, São Paulo Zona Norte, São Paulo",6.000
Jardim-São-Paulo-zona-norte,90 m² construídos2 quartos,"R Carioba, Jardim Carlu, São Paulo Zona Norte, São Paulo",1.350
Jardim-São-Paulo-zona-norte,300 m² construídos3 quartos,"Av Leôncio De Magalhães, Jardim São Paulo, São Paulo Zona Norte, São Paulo",8.000
Jardim-São-Paulo-zona-norte,45 m² construídos1 quarto,"Rua Doutor Valentim De Queirós, Jardim Regina, São Paulo Zona Norte, São Paulo",800
Lauzane-Paulista-zona-norte,260 m² construídos3 quartos,"Avenida Ultramarino, 1025, Lauzane Paulista, São Paulo Zona Norte, São Paulo",2.600
Lauzane-Paulista-zona-norte,50 m² construídos2 quartos,"Lauzane Paulista, São Paulo Zona Norte, São Paulo",1.400
Lauzane-Paulista-zona-norte,750 m² construídos7 quartos,"Avenida Basiléia, Lauzane Paulista, São Paulo Zona Norte, São Paulo",5.800
Lauzane-Paulista-zona-norte,60 m² construídos1 quarto,"Avenida Do Guacá, Lauzane Paulista, São Paulo Zona Norte, São Paulo",1.150
Lauzane-Paulista-zona-norte,52 m² construídos1 quarto,"Rua João Burjakian, Lauzane Paulista, São Paulo Zona Norte, São Paulo",1.000
Lauzane-Paulista-zona-norte,350 m² construídos,"Rua Professor Djalma Bitar, Lauzane Paulista, São Paulo Zona Norte, São Paulo",3.900
Lauzane-Paulista-zona-norte,350 m² construídos,"Lauzane Paulista, São Paulo Zona Norte, São Paulo",3.500
Lauzane-Paulista-zona-norte,230 m² construídos3 quartos,"Rua Conselheiro Moreira De Barros, Lauzane Paulista, São Paulo Zona Norte, São Paulo",6.000
Lauzane-Paulista-zona-norte,150 m² construídos3 quartos,"Av Ultramarino, Lauzane Paulista, São Paulo Zona Norte, São Paulo",3.000
Lauzane-Paulista-zona-norte,350 m² construídos6 quartos,"Sob Consulta, Lauzane Paulista, São Paulo Zona Norte, São Paulo",5.000
Lauzane-Paulista-zona-norte,152 m² construídos3 quartos,"Sob Consulta, Lauzane Paulista, São Paulo Zona Norte, São Paulo",4.000
Lauzane-Paulista-zona-norte,350 m² construídos,"Lauzane Paulista, São Paulo Zona Norte, São Paulo",3.900
Lauzane-Paulista-zona-norte,150 m² construídos3 quartos,"Lauzane Paulista, São Paulo Zona Norte, São Paulo",2.700
Lauzane-Paulista-zona-norte,184 m² construídos3 quartos,"R Elvis Presley, Lauzane Paulista, São Paulo Zona Norte, São Paulo",3.200
Lauzane-Paulista-zona-norte,60 m² construídos1 quarto,"Lauzane Paulista, São Paulo Zona Norte, São Paulo",1.150
Lauzane-Paulista-zona-norte,184 m² construídos3 quartos,"Rua Elvis Presley 76, Lauzane Paulista, São Paulo Zona Norte, São Paulo",3.200
Lauzane-Paulista-zona-norte,30 m² construídos1 quarto,"Lauzane Paulista, São Paulo Zona Norte, São Paulo",900
Lauzane-Paulista-zona-norte,750 m² construídos5 quartos,"Lauzane Paulista, São Paulo Zona Norte, São Paulo",5.800
Lauzane-Paulista-zona-norte,30 m² construídos1 quarto,"R Friburgo, Lauzane Paulista, São Paulo Zona Norte, São Paulo",800
Lauzane-Paulista-zona-norte,200 m² construídos3 quartos,"Sob Consulta, Lauzane Paulista, São Paulo Zona Norte, São Paulo",3.000
Lauzane-Paulista-zona-norte,52 m² construídos1 quarto,"Lauzane Paulista, São Paulo Zona Norte, São Paulo",1.000
Nossa-Senhora-Do-Ó-zona-norte,300 m² construídos5 quartos,"Nossa Senhora Do Ó, São Paulo Zona Norte, São Paulo",3.500
Nossa-Senhora-Do-Ó-zona-norte,55 m² construídos1 quarto,"Nossa Senhora Do Ó, São Paulo Zona Norte, São Paulo",1.380
Nossa-Senhora-Do-Ó-zona-norte,419 m² construídos4 quartos,"Rua Manuel José Velasco, Vila Nossa Senhora Do Retiro, São Paulo Zona Norte, São Paulo",4.500
Nossa-Senhora-Do-Ó-zona-norte,409 m² construídos6 quartos,"Vila Nossa Senhora Do Retiro, São Paulo Zona Norte, São Paulo",6.500
Nossa-Senhora-Do-Ó-zona-norte,250 m² construídos5 quartos,"Nossa Senhora Do Ó, São Paulo Zona Norte, São Paulo",3.900
Nossa-Senhora-Do-Ó-zona-norte,230 m² construídos2 quartos,"Rua Martins Júnior, Chácara Nossa Senhora Aparecida, São Paulo Zona Norte, São Paulo",3.000
Nossa-Senhora-Do-Ó-zona-norte,230 m² construídos2 quartos,"Chácara Nossa Senhora Aparecida, São Paulo Zona Norte, São Paulo",3.480
Nossa-Senhora-Do-Ó-zona-norte,192 m² construídos,"Nossa Senhora Do Ó, São Paulo Zona Norte, São Paulo",2.480
Nossa-Senhora-Do-Ó-zona-norte,630 m² construídos,"Avenida Itaberaba, Nossa Senhora Do Ó, São Paulo Zona Norte, São Paulo",16.000
Nossa-Senhora-Do-Ó-zona-norte,35 m² construídos1 quarto,"Vila Nossa Senhora Do Retiro, São Paulo Zona Norte, São Paulo",700
Nossa-Senhora-Do-Ó-zona-norte,636 m² construídos,"Sob Consulta, Nossa Senhora Do Ó, São Paulo Zona Norte, São Paulo",12.000
Nossa-Senhora-Do-Ó-zona-norte,120 m² construídos2 quartos,"Nossa Senhora Do Ó, São Paulo Zona Norte, São Paulo",1.980
Nossa-Senhora-Do-Ó-zona-norte,2 quartos,"Nossa Senhora Do Ó, São Paulo Zona Norte, São Paulo",2.000
Nossa-Senhora-Do-Ó-zona-norte,120 m² construídos,"Sob Consulta, Nossa Senhora Do Ó, São Paulo Zona Norte, São Paulo",5.800
Nossa-Senhora-Do-Ó-zona-norte,180 m² totais3 quartos,"Silvado, Chácara Nossa Senhora Aparecida, São Paulo Zona Norte, São Paulo",2.500
Vila-Nova-Mazzei-zona-norte,350 m² construídos3 quartos,"Vila Mazzei, São Paulo Zona Norte, São Paulo",4.200
Vila-Nova-Mazzei-zona-norte,40 m² construídos1 quarto,"Tavessa Jean Cras 48, Jardim Tremembé, São Paulo Zona Norte, São Paulo",850
Vila-Nova-Mazzei-zona-norte,120 m² totais4 quartos,"Rua Márcio Mazzei, Vila Nova Mazzei, São Paulo Zona Norte, São Paulo",2.100
Vila-Nova-Mazzei-zona-norte,110 m² construídos2 quartos,"Avenida Mazzei, Vila Mazzei, São Paulo Zona Norte, São Paulo",3.000
Vila-Nova-Mazzei-zona-norte,180 m² construídos5 quartos,"Rua Quedas 553, Vila Isolina Mazzei, São Paulo Zona Norte, São Paulo",4.000
Vila-Nova-Mazzei-zona-norte,50 m² construídos1 quarto,"Rua Das Frutas 72, Vila Mazzei, São Paulo Zona Norte, São Paulo",1.000
Vila-Nova-Mazzei-zona-norte,65 m² construídos3 quartos,"Engenheiro Joaquim Sampaio Ferraz, Vila Mazzei, São Paulo Zona Norte, São Paulo",1.500
Vila-Nova-Mazzei-zona-norte,40 m² construídos2 quartos,"Manuel Gaya, Vila Nova Mazzei, São Paulo Zona Norte, São Paulo",1.300
Vila-Nova-Mazzei-zona-norte,32 m² construídos1 quarto,"Vila Mazzei, São Paulo Zona Norte, São Paulo",1.350
Vila-Nova-Mazzei-zona-norte,60 m² construídos2 quartos,"Rua Purus, Vila Mazzei, São Paulo Zona Norte, São Paulo",2.000
Vila-Nova-Mazzei-zona-norte,100 m² construídos2 quartos,"Rua Monte D Ouro, Tucuruvi, São Paulo Zona Norte, São Paulo",2.800
Vila-Nova-Mazzei-zona-norte,250 m² construídos,"Rua Tenente Agenor Soares, Vila Isolina Mazzei, São Paulo Zona Norte, São Paulo",9.000
Vila-Nova-Mazzei-zona-norte,40 m² construídos1 quarto,"Rua Bartolomeu De Torales, Vila Mazzei, São Paulo Zona Norte, São Paulo",1.700
Vila-Nova-Mazzei-zona-norte,40 m² construídos1 quarto,"Rua Bartolomeu De Torales, Vila Mazzei, São Paulo Zona Norte, São Paulo",1.700
Vila-Nova-Mazzei-zona-norte,50 m² construídos1 quarto,"Avenida Mário Pernambuco, Vila Nova Mazzei, São Paulo Zona Norte, São Paulo",1.000
Vila-Nova-Mazzei-zona-norte,50 m² construídos3 quartos,"Manuel Gaya, Vila Nova Mazzei, São Paulo Zona Norte, São Paulo",2.000
Vila-Nova-Mazzei-zona-norte,600 m² construídos4 quartos,"Rua Piatá, Vila Isolina Mazzei, São Paulo Zona Norte, São Paulo",7.000
Vila-Nova-Mazzei-zona-norte,120 m² construídos,"Sob Consulta, Vila Mazzei, São Paulo Zona Norte, São Paulo",3.000
Vila-Nova-Mazzei-zona-norte,100 m² construídos,"Rua Monte D Ouro, Tucuruvi, São Paulo Zona Norte, São Paulo",2.800
Vila-Nova-Mazzei-zona-norte,70 m² construídos2 quartos,"Rua Purus, Vila Mazzei, São Paulo Zona Norte, São Paulo",2.500
Vila-Nova-Mazzei-zona-norte,320 m² construídos4 quartos,"R Manuel Gaya, Vila Nova Mazzei, São Paulo Zona Norte, São Paulo",4.800
Vila-Paiva-zona-norte,55 m² construídos2 quartos,"Do Imperador, Vila Paiva, São Paulo Zona Norte, São Paulo",1.750
Vila-Paiva-zona-norte,70 m² construídos1 quarto,"(dado Não Fornecido), Vila Paiva, São Paulo Zona Norte, São Paulo",1.000
Vila-Paiva-zona-norte,140 m² construídos2 quartos,"Rua Diva Da Silva 54 01, Vila Paiva, São Paulo Zona Norte, São Paulo",1.800
Vila-Ester-zona-norte,70 m² construídos2 quartos,"R Valdomiro Silveira, Vila Ester (zona Norte), São Paulo Zona Norte, São Paulo",1.900
Vila-Ester-zona-norte,335 m² construídos,"Rua Soror Angélica, Vila Ester (zona Norte), São Paulo Zona Norte, São Paulo",6.000
Vila-Ester-zona-norte,300 m² construídos3 quartos,"R Maria Curupaiti, Vila Ester (zona Norte), São Paulo Zona Norte, São Paulo",5.500
Vila-Ester-zona-norte,350 m² construídos5 quartos,"R Maria Curupaiti, Vila Ester (zona Norte), São Paulo Zona Norte, São Paulo",4.300
Vila-Ester-zona-norte,220 m² construídos,"R Maria Curupaiti, Vila Ester (zona Norte), São Paulo Zona Norte, São Paulo",6.000
Vila-Ester-zona-norte,200 m² construídos,"R Diogo Bueno, Vila Ester (zona Norte), São Paulo Zona Norte, São Paulo",4.200
Vila-Ester-zona-norte,93 m² construídos2 quartos,"Maria Curupaiti, Vila Ester (zona Norte), São Paulo Zona Norte, São Paulo",2.800
Vila-Ester-zona-norte,335 m² construídos,"R Soror Angélica, Vila Ester (zona Norte), São Paulo Zona Norte, São Paulo",12.000
Vila-Ester-zona-norte,335 m² construídos,"Vila Ester (zona Norte), São Paulo Zona Norte, São Paulo",6.000
Vila-Ester-zona-norte,40 m² construídos1 quarto,"Trav Antônio Mesquita, Vila Ester (zona Norte), São Paulo Zona Norte, São Paulo",1.500
Vila-Ester-zona-norte,190 m² construídos3 quartos,"R Soror Angélica, Vila Ester (zona Norte), São Paulo Zona Norte, São Paulo",5.000
Vila-Ester-zona-norte,250 m² construídos3 quartos,"R Jorge Valim, Vila Ester (zona Norte), São Paulo Zona Norte, São Paulo",2.900
Vila-Ester-zona-norte,300 m² construídos3 quartos,"R Soror Angélica, Vila Ester (zona Norte), São Paulo Zona Norte, São Paulo",6.000
Vila-Ester-zona-norte,120 m² construídos2 quartos,"Sob Consulta, Vila Ester (zona Norte), São Paulo Zona Norte, São Paulo",5.000
Vila-Ester-zona-norte,80 m² construídos3 quartos,"(dado Não Fornecido), Vila Ester (zona Norte), São Paulo Zona Norte, São Paulo",2.000
Imirim-zona-norte,72 m² construídos3 quartos,"Imirim, São Paulo Zona Norte, São Paulo",1.500
Imirim-zona-norte,70 m² construídos2 quartos,"Avenida Imirim, Imirim, São Paulo Zona Norte, São Paulo",850
Imirim-zona-norte,150 m² construídos3 quartos,"R Padre João Gualberto, Imirim, São Paulo Zona Norte, São Paulo",3.000
Imirim-zona-norte,250 m² construídos,"Sob Consulta, Imirim, São Paulo Zona Norte, São Paulo",5.000
Imirim-zona-norte,87 m² construídos2 quartos,"Vilar Do Monte, Imirim, São Paulo Zona Norte, São Paulo",2.600
Imirim-zona-norte,170 m² construídos,"Av Imirim, Imirim, São Paulo Zona Norte, São Paulo",6.000
Imirim-zona-norte,110 m² construídos2 quartos,"R Rodrigues Alvarenga, Imirim, São Paulo Zona Norte, São Paulo",5.000
Imirim-zona-norte,87 m² construídos2 quartos,"Imirim, São Paulo Zona Norte, São Paulo",2.600
Imirim-zona-norte,89 m² construídos2 quartos,"Rua Vilar Do Monte, Imirim, São Paulo Zona Norte, São Paulo",2.600
Imirim-zona-norte,140 m² construídos3 quartos,"Av Imirim, Imirim, São Paulo Zona Norte, São Paulo",2.500
Imirim-zona-norte,500 m² construídos,"Sob Consulta, Imirim, São Paulo Zona Norte, São Paulo",16.000
Imirim-zona-norte,80 m² construídos2 quartos,"R Epaminondas Melo Do Amaral, Sítio Do Mandaqui, São Paulo Zona Norte, São Paulo",1.350
Imirim-zona-norte,210 m² construídos3 quartos,"Sob Consulta, Jardim São Miguel, São Paulo Zona Norte, São Paulo",3.800
Imirim-zona-norte,90 m² construídos3 quartos,"Rua Professora Romilde Nogueira De Sá, Imirim, São Paulo Zona Norte, São Paulo",2.300
Imirim-zona-norte,90 m² construídos3 quartos,"Av Imirim, Imirim, São Paulo Zona Norte, São Paulo",2.500
Imirim-zona-norte,80 m² construídos3 quartos,"Av Engenheiro Caetano Álvares, Imirim, São Paulo Zona Norte, São Paulo",2.000
Imirim-zona-norte,145 m² construídos3 quartos,"R Professora Romilde Nogueira De Sá, Imirim, São Paulo Zona Norte, São Paulo",3.000
Imirim-zona-norte,55 m² construídos1 quarto,"Imirim, São Paulo Zona Norte, São Paulo",1.300
Imirim-zona-norte,65 m² construídos,"Imirim, São Paulo Zona Norte, São Paulo",2.000
Imirim-zona-norte,158 m² construídos3 quartos,"R Ilha Grande, Imirim, São Paulo Zona Norte, São Paulo",2.300
Imirim-zona-norte,25 m² construídos1 quarto,"Imirim, São Paulo Zona Norte, São Paulo",600
Vila-Amália-zona-norte,270 m² construídos3 quartos,"Rua General Isidoro Dias Lopes,
                287, Vila Amália, São Paulo Zona Norte, São Paulo",3.000
Vila-Amália-zona-norte,280 m² construídos4 quartos,"Vila Amália, São Paulo Zona Norte, São Paulo",3.300
Vila-Amália-zona-norte,270 m² construídos3 quartos,"Vila Amália, São Paulo Zona Norte, São Paulo",2.990
Vila-Amália-zona-norte,140 m² construídos3 quartos,"Vila Amália (capital Zona Norte), São Paulo Zona Norte, São Paulo",3.000
Vila-Amália-zona-norte,120 m² construídos3 quartos,"R General Isidoro Dias Lopes, Vila Amália, São Paulo Zona Norte, São Paulo",2.900
Vila-Amália-zona-norte,650 m² construídos4 quartos,"Sob Consulta, Vila Amália, São Paulo Zona Norte, São Paulo",5.100
Vila-Amália-zona-norte,270 m² construídos3 quartos,"R General Isidoro Dias Lopes, Vila Amália, São Paulo Zona Norte, São Paulo",2.990
Vila-Amália-zona-norte,215 m² construídos3 quartos,"Sob Consulta, Vila Amália, São Paulo Zona Norte, São Paulo",3.000
Vila-Amália-zona-norte,270 m² construídos3 quartos,"R General Isidoro Dias Lopes, Vila Amália, São Paulo Zona Norte, São Paulo",2.990
Vila-Amália-zona-norte,35 m² construídos1 quarto,"Não Informado, 00, Vila Amália (capital Zona Norte), São Paulo Zona Norte, São Paulo",950
Vila-Amália-zona-norte,40 m² construídos1 quarto,"Vila Amália, São Paulo Zona Norte, São Paulo",1.200
Vila-Amália-zona-norte,140 m² construídos,"Sob Consulta, Vila Amália, São Paulo Zona Norte, São Paulo",2.500
Vila-Amália-zona-norte,270 m² construídos3 quartos,"Vila Amália, São Paulo Zona Norte, São Paulo",2.990
Vila-Amália-zona-norte,700 m² construídos4 quartos,"Sob Consulta, Vila Amália, São Paulo Zona Norte, São Paulo",2.750
Vila-Amália-zona-norte,300 m² construídos3 quartos,"Não Informado, 00, Vila Amália (capital Zona Norte), São Paulo Zona Norte, São Paulo",3.500
Vila-Amália-zona-norte,400 m² construídos1 quarto,"Rua Nove De Novembro  384, Vila Amália (capital Zona Norte), São Paulo Zona Norte, São Paulo",450
Vila-Amália-zona-norte,90 m² construídos2 quartos,"Felisberto Freire 523, Vila Amália, São Paulo Zona Norte, São Paulo",1.600
Vila-Amália-zona-norte,270 m² construídos3 quartos,"Rua General Isidoro Lopes 287, Vila Amália, São Paulo Zona Norte, São Paulo",2.990
Vila-Amália-zona-norte,350 m² construídos4 quartos,"Vila Amália (zona Norte) - São Paulo, Vila Amália (capital Zona Norte), São Paulo Zona Norte, São Paulo",6.000
Freguesia-Do-Ó-zona-norte,90 m² construídos2 quartos,"Vila Albertina, São Paulo Zona Norte, São Paulo",1.800
Freguesia-Do-Ó-zona-norte,80 m² construídos2 quartos,"Vila Albertina, São Paulo Zona Norte, São Paulo",1.500
Freguesia-Do-Ó-zona-norte,65 m² construídos2 quartos,"Vila Siqueira (zona Norte), São Paulo Zona Norte, São Paulo",1.199
Freguesia-Do-Ó-zona-norte,120 m² construídos4 quartos,"Miguel Conejo  894, Freguesia Do Ó, São Paulo Zona Norte, São Paulo",3.000
Freguesia-Do-Ó-zona-norte,550 m² construídos3 quartos,"Freguesia Do Ó, São Paulo Zona Norte, São Paulo",6.980
Freguesia-Do-Ó-zona-norte,300 m² construídos5 quartos,"Nossa Senhora Do Ó, São Paulo Zona Norte, São Paulo",3.500
Freguesia-Do-Ó-zona-norte,230 m² construídos2 quartos,"Rua Martins Júnior, Chácara Nossa Senhora Aparecida, São Paulo Zona Norte, São Paulo",3.000
Freguesia-Do-Ó-zona-norte,170 m² construídos1 quarto,"Ameliopolis, Vila Primavera, São Paulo Zona Norte, São Paulo",2.500
Freguesia-Do-Ó-zona-norte,40 m² construídos,"Jardim Monjolo, São Paulo Zona Norte, São Paulo",2.500
Freguesia-Do-Ó-zona-norte,70 m² construídos2 quartos,"Vila América, São Paulo Zona Norte, São Paulo",1.800
Freguesia-Do-Ó-zona-norte,90 m² construídos2 quartos,"Itaberaba, São Paulo Zona Norte, São Paulo",1.700
Freguesia-Do-Ó-zona-norte,45 m² construídos1 quarto,"Parque Monteiro Soares, São Paulo Zona Norte, São Paulo",850
Freguesia-Do-Ó-zona-norte,55 m² construídos1 quarto,"Rua João Dault Filho, Vila Nina, São Paulo Zona Norte, São Paulo",1.500
Freguesia-Do-Ó-zona-norte,50 m² construídos1 quarto,"Parque Peruche, São Paulo Zona Norte, São Paulo",910
Freguesia-Do-Ó-zona-norte,170 m² construídos,"Freguesia Do Ó, São Paulo Zona Norte, São Paulo",3.000
Freguesia-Do-Ó-zona-norte,636 m² construídos,"Sob Consulta, Nossa Senhora Do Ó, São Paulo Zona Norte, São Paulo",12.000
Freguesia-Do-Ó-zona-norte,120 m² construídos,"Sob Consulta, Nossa Senhora Do Ó, São Paulo Zona Norte, São Paulo",5.800
Freguesia-Do-Ó-zona-norte,75 m² construídos3 quartos,"Rua Santa Lúcia Filippini, 235, Itaberaba, São Paulo Zona Norte, São Paulo",1.400
Freguesia-Do-Ó-zona-norte,75 m² construídos3 quartos,"Itaberaba, São Paulo Zona Norte, São Paulo",1.400
Freguesia-Do-Ó-zona-norte,100 m² construídos4 quartos,"Parque Monteiro Soares, São Paulo Zona Norte, São Paulo",4.600
Freguesia-Do-Ó-zona-norte,60 m² construídos1 quarto,"Itaberaba, São Paulo Zona Norte, São Paulo",938
Tucuruvi-zona-norte,120 m² totais4 quartos,"Rua Márcio Mazzei, Vila Nova Mazzei, São Paulo Zona Norte, São Paulo",2.100
Tucuruvi-zona-norte,110 m² construídos2 quartos,"Avenida Mazzei, Vila Mazzei, São Paulo Zona Norte, São Paulo",3.000
Tucuruvi-zona-norte,90 m² totais2 quartos,"Avenida Doutor Antônio Maria Laet, Parada Inglesa, São Paulo Zona Norte, São Paulo",2.500
Tucuruvi-zona-norte,140 m² totais3 quartos,"Rua Bananeira Da Bandeira, Tucuruvi, São Paulo Zona Norte, São Paulo",3.300
Tucuruvi-zona-norte,300 m² construídos3 quartos,"Rua Itanhanga, Tucuruvi, São Paulo Zona Norte, São Paulo",3.500
Tucuruvi-zona-norte,120 m² totais4 quartos,"Rua Bananeira Da Bandeira, Tucuruvi, São Paulo Zona Norte, São Paulo",2.400
Tucuruvi-zona-norte,120 m² construídos3 quartos,"Avenida Nova Cantareira, Tucuruvi, São Paulo Zona Norte, São Paulo",1.800
Tucuruvi-zona-norte,340 m² construídos4 quartos,"Rua Coronel Agostinho Da Fonseca, Tucuruvi, São Paulo Zona Norte, São Paulo",6.000
Tucuruvi-zona-norte,35 m² construídos1 quarto,"Tucuruvi, São Paulo Zona Norte, São Paulo",860
Tucuruvi-zona-norte,300 m² construídos7 quartos,"Avenida Nova Cantareira, Tucuruvi, São Paulo Zona Norte, São Paulo",5.900
Tucuruvi-zona-norte,90 m² construídos2 quartos,"Avenida Mazzei, Tucuruvi, São Paulo Zona Norte, São Paulo",2.500
Tucuruvi-zona-norte,150 m² construídos3 quartos,"Tucuruvi, São Paulo Zona Norte, São Paulo",2.000
Tucuruvi-zona-norte,200 m² construídos2 quartos,"Rua Do Alto, Tucuruvi, São Paulo Zona Norte, São Paulo",2.500
Tucuruvi-zona-norte,550 m² construídos4 quartos,"Tucuruvi, São Paulo Zona Norte, São Paulo",20.000
Tucuruvi-zona-norte,60 m² construídos2 quartos,"Rua Purus, Vila Mazzei, São Paulo Zona Norte, São Paulo",2.000
Tucuruvi-zona-norte,100 m² construídos2 quartos,"Rua Monte D Ouro, Tucuruvi, São Paulo Zona Norte, São Paulo",2.800
Tucuruvi-zona-norte,200 m² construídos2 quartos,"Rua Do Alto,
                521, Tucuruvi, São Paulo Zona Norte, São Paulo",2.300
Tucuruvi-zona-norte,325 m² construídos,"Rua Paulo Maldi, Tucuruvi, São Paulo Zona Norte, São Paulo",13.000
Tucuruvi-zona-norte,40 m² construídos1 quarto,"Rua Bartolomeu De Torales, Vila Mazzei, São Paulo Zona Norte, São Paulo",1.700
Tucuruvi-zona-norte,180 m² construídos2 quartos,"R Alto, Do, Tucuruvi, São Paulo Zona Norte, São Paulo",2.500
Tucuruvi-zona-norte,568 m² construídos5 quartos,"Tucuruvi, São Paulo Zona Norte, São Paulo",6.000
Vila-Albertina-zona-norte,450 m² construídos4 quartos,"Rua Estrela Do Indaiá,
                172, Vila Albertina, São Paulo Zona Norte, São Paulo",8.500
Vila-Albertina-zona-norte,90 m² construídos2 quartos,"Vila Albertina, São Paulo Zona Norte, São Paulo",1.800
Vila-Albertina-zona-norte,80 m² construídos2 quartos,"Vila Albertina, São Paulo Zona Norte, São Paulo",1.500
Vila-Albertina-zona-norte,70 m² construídos2 quartos,"Conchilia, Vila Albertina, São Paulo Zona Norte, São Paulo",1.700
Vila-Albertina-zona-norte,456 m² construídos3 quartos,"Rua Manuel Luna, Vila Albertina, São Paulo Zona Norte, São Paulo",8.500
Vila-Albertina-zona-norte,220 m² construídos3 quartos,"Vila Albertina, São Paulo Zona Norte, São Paulo",4.000
Vila-Albertina-zona-norte,390 m² construídos3 quartos,"Rua Eduardo, Vila Albertina, São Paulo Zona Norte, São Paulo",14.900
Vila-Albertina-zona-norte,60 m² construídos2 quartos,"Vila Albertina, São Paulo Zona Norte, São Paulo",1.400
Vila-Albertina-zona-norte,450 m² construídos4 quartos,"Vila Albertina, São Paulo Zona Norte, São Paulo",8.500
Vila-Albertina-zona-norte,600 m² construídos6 quartos,"Manuel Morais Pontes, Vila Albertina, São Paulo Zona Norte, São Paulo",5.000
Vila-Albertina-zona-norte,680 m² construídos4 quartos,"Sob Consulta, Vila Albertina, São Paulo Zona Norte, São Paulo",5.100
Vila-Albertina-zona-norte,180 m² construídos4 quartos,"Av Miguel Conejo, Vila Albertina, São Paulo Zona Norte, São Paulo",3.180
Vila-Albertina-zona-norte,450 m² construídos4 quartos,"Rua Estrela Do Indaia, Vila Albertina, São Paulo Zona Norte, São Paulo",8.500
Vila-Albertina-zona-norte,384 m² construídos3 quartos,"(dado Não Fornecido), Vila Albertina, São Paulo Zona Norte, São Paulo",8.815
Vila-Albertina-zona-norte,450 m² construídos4 quartos,"R Estrela Do Indaiá, Vila Albertina, São Paulo Zona Norte, São Paulo",8.500
Vila-Albertina-zona-norte,560 m² construídos3 quartos,"Raul Vicente, Vila Albertina, São Paulo Zona Norte, São Paulo",8.000
Vila-Albertina-zona-norte,400 m² construídos4 quartos,"R Estrela Do Indaiá, Vila Albertina, São Paulo Zona Norte, São Paulo",8.000
Vila-Albertina-zona-norte,60 m² construídos,"Sob Consulta, Vila Albertina, São Paulo Zona Norte, São Paulo",2.500
Vila-Albertina-zona-norte,600 m² construídos4 quartos,"Vila Albertina, São Paulo Zona Norte, São Paulo",5.000
Vila-Albertina-zona-norte,456 m² construídos3 quartos,"Vila Albertina, São Paulo Zona Norte, São Paulo",8.980
Vila-Albertina-zona-norte,290 m² construídos4 quartos,"Tremembé, São Paulo Zona Norte, São Paulo",4.000
Vila-Paulista-zona-norte,30 m² construídos1 quarto,"R Das Tâmaras, Vila Paulista, São Paulo Zona Norte, São Paulo",900
Vila-Paulista-zona-norte,50 m² construídos1 quarto,"R Durval Fontoura Castro, Vila Paulista, São Paulo Zona Norte, São Paulo",1.200
